ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,total_E
241,4.84e-07,11.0587,68921,8e+08,1.0669e-18,1.0669e-18,1.0669e-18,1.37146e-13,9261,1e+08,-1.53816e-17,-1.53816e-17,-1.53816e-17,8.70254e-12,6.80822e-11,7.69219e-11
242,4.86e-07,11.0921,68921,8e+08,1.00712e-18,1.00712e-18,1.00712e-18,1.38299e-13,9261,1e+08,-1.58419e-17,-1.58419e-17,-1.58419e-17,8.92015e-12,6.78618e-11,7.69203e-11
243,4.88e-07,11.1259,68921,8e+08,1.05538e-18,1.05538e-18,1.05538e-18,1.39456e-13,9261,1e+08,-1.62811e-17,-1.62811e-17,-1.62811e-17,9.14357e-12,6.76357e-11,7.69187e-11
244,4.9e-07,11.1587,68921,8e+08,1.33748e-18,1.33748e-18,1.33748e-18,1.40616e-13,9261,1e+08,-1.67149e-17,-1.67149e-17,-1.67149e-17,9.37251e-12,6.74041e-11,7.69172e-11
245,4.92e-07,11.1919,68921,8e+08,1.386e-18,1.386e-18,1.386e-18,1.41779e-13,9261,1e+08,-1.71427e-17,-1.71427e-17,-1.71427e-17,9.6064e-12,6.71679e-11,7.69161e-11
246,4.94e-07,11.2253,68921,8e+08,1.16576e-18,1.16576e-18,1.16576e-18,1.42945e-13,9261,1e+08,-1.75872e-17,-1.75872e-17,-1.75872e-17,9.84538e-12,6.69266e-11,7.69149e-11
247,4.96e-07,11.2581,68921,8e+08,1.08173e-18,1.08173e-18,1.08173e-18,1.44114e-13,9261,1e+08,-1.79995e-17,-1.79995e-17,-1.79995e-17,1.00884e-11,6.66813e-11,7.69138e-11
248,4.98e-07,11.2921,68921,8e+08,9.24737e-19,9.24737e-19,9.24737e-19,1.45285e-13,9261,1e+08,-1.83996e-17,-1.83996e-17,-1.83996e-17,1.03352e-11,6.64322e-11,7.69127e-11
249,5e-07,11.3266,68921,8e+08,1.47264e-18,1.47264e-18,1.47264e-18,1.46459e-13,9261,1e+08,-1.88381e-17,-1.88381e-17,-1.88381e-17,1.05855e-11,6.61797e-11,7.69117e-11
250,5.02e-07,11.3612,68921,8e+08,9.77605e-19,9.77605e-19,9.77605e-19,1.47634e-13,9261,1e+08,-1.92506e-17,-1.92506e-17,-1.92506e-17,1.08387e-11,6.59244e-11,7.69107e-11
251,5.04e-07,11.5182,68921,8e+08,8.36086e-19,8.36086e-19,8.36086e-19,1.48812e-13,9261,1e+08,-1.96474e-17,-1.96474e-17,-1.96474e-17,1.10944e-11,6.56674e-11,7.69105e-11
252,5.06e-07,11.5568,68921,8e+08,1.1411e-18,1.1411e-18,1.1411e-18,1.49992e-13,9261,1e+08,-2.00392e-17,-2.00392e-17,-2.00392e-17,1.1352e-11,6.54081e-11,7.69101e-11
253,5.08e-07,11.5907,68921,8e+08,1.07607e-18,1.07607e-18,1.07607e-18,1.51174e-13,9261,1e+08,-2.0444e-17,-2.0444e-17,-2.0444e-17,1.16112e-11,6.51478e-11,7.69101e-11
254,5.1e-07,11.6254,68921,8e+08,9.82063e-19,9.82063e-19,9.82063e-19,1.5236e-13,9261,1e+08,-2.08337e-17,-2.08337e-17,-2.08337e-17,1.18718e-11,6.48867e-11,7.69108e-11
255,5.12e-07,11.6711,68921,8e+08,9.99024e-19,9.99024e-19,9.99024e-19,1.53548e-13,9261,1e+08,-2.12236e-17,-2.12236e-17,-2.12236e-17,1.21332e-11,6.46248e-11,7.69116e-11
256,5.14e-07,11.71,68921,8e+08,1.13293e-18,1.13293e-18,1.13293e-18,1.54738e-13,9261,1e+08,-2.15971e-17,-2.15971e-17,-2.15971e-17,1.23952e-11,6.43622e-11,7.69121e-11
257,5.16e-07,11.7541,68921,8e+08,1.00899e-18,1.00899e-18,1.00899e-18,1.55931e-13,9261,1e+08,-2.19766e-17,-2.19766e-17,-2.19766e-17,1.26571e-11,6.40994e-11,7.69125e-11
258,5.18e-07,11.7899,68921,8e+08,8.87683e-19,8.87683e-19,8.87683e-19,1.57126e-13,9261,1e+08,-2.23564e-17,-2.23564e-17,-2.23564e-17,1.29187e-11,6.38379e-11,7.69137e-11
259,5.2e-07,11.8246,68921,8e+08,1.01299e-18,1.01299e-18,1.01299e-18,1.58324e-13,9261,1e+08,-2.27254e-17,-2.27254e-17,-2.27254e-17,1.31796e-11,6.35775e-11,7.69154e-11
260,5.22e-07,11.8603,68921,8e+08,1.0811e-18,1.0811e-18,1.0811e-18,1.59524e-13,9261,1e+08,-2.30786e-17,-2.30786e-17,-2.30786e-17,1.34392e-11,6.3319e-11,7.69178e-11
261,5.24e-07,11.9962,68921,8e+08,9.88204e-19,9.88204e-19,9.88204e-19,1.60726e-13,9261,1e+08,-2.34261e-17,-2.34261e-17,-2.34261e-17,1.36973e-11,6.30625e-11,7.69206e-11
262,5.26e-07,12.0305,68921,8e+08,8.93459e-19,8.93459e-19,8.93459e-19,1.6193e-13,9261,1e+08,-2.37752e-17,-2.37752e-17,-2.37752e-17,1.39535e-11,6.28081e-11,7.69235e-11
263,5.28e-07,12.0637,68921,8e+08,1.02286e-18,1.02286e-18,1.02286e-18,1.63137e-13,9261,1e+08,-2.41146e-17,-2.41146e-17,-2.41146e-17,1.42072e-11,6.25568e-11,7.69271e-11
264,5.3e-07,12.0973,68921,8e+08,1.35264e-18,1.35264e-18,1.35264e-18,1.64346e-13,9261,1e+08,-2.4444e-17,-2.4444e-17,-2.4444e-17,1.44583e-11,6.2308e-11,7.69306e-11
265,5.32e-07,12.1354,68921,8e+08,1.48668e-18,1.48668e-18,1.48668e-18,1.65556e-13,9261,1e+08,-2.47758e-17,-2.47758e-17,-2.47758e-17,1.47064e-11,6.20618e-11,7.69337e-11
266,5.34e-07,12.1705,68921,8e+08,1.32984e-18,1.32984e-18,1.32984e-18,1.66768e-13,9261,1e+08,-2.50806e-17,-2.50806e-17,-2.50806e-17,1.49512e-11,6.18177e-11,7.69356e-11
267,5.36e-07,12.2043,68921,8e+08,9.95856e-19,9.95856e-19,9.95856e-19,1.67983e-13,9261,1e+08,-2.53967e-17,-2.53967e-17,-2.53967e-17,1.5194e-11,6.15761e-11,7.69381e-11
268,5.38e-07,12.2378,68921,8e+08,1.04704e-18,1.04704e-18,1.04704e-18,1.692e-13,9261,1e+08,-2.57071e-17,-2.57071e-17,-2.57071e-17,1.54332e-11,6.13383e-11,7.69408e-11
269,5.4e-07,12.2708,68921,8e+08,1.16264e-18,1.16264e-18,1.16264e-18,1.70418e-13,9261,1e+08,-2.60031e-17,-2.60031e-17,-2.60031e-17,1.56685e-11,6.11044e-11,7.69434e-11
270,5.42e-07,12.3067,68921,8e+08,1.12976e-18,1.12976e-18,1.12976e-18,1.71639e-13,9261,1e+08,-2.62881e-17,-2.62881e-17,-2.62881e-17,1.58995e-11,6.08752e-11,7.69464e-11
271,5.44e-07,12.4455,68921,8e+08,1.10708e-18,1.10708e-18,1.10708e-18,1.72863e-13,9261,1e+08,-2.65728e-17,-2.65728e-17,-2.65728e-17,1.61261e-11,6.06505e-11,7.69494e-11
272,5.46e-07,12.4784,68921,8e+08,1.16818e-18,1.16818e-18,1.16818e-18,1.7409e-13,9261,1e+08,-2.68487e-17,-2.68487e-17,-2.68487e-17,1.63479e-11,6.04308e-11,7.69528e-11
273,5.48e-07,12.5121,68921,8e+08,1.1102e-18,1.1102e-18,1.1102e-18,1.75319e-13,9261,1e+08,-2.7115e-17,-2.7115e-17,-2.7115e-17,1.65647e-11,6.02168e-11,7.69567e-11
274,5.5e-07,12.5431,68921,8e+08,9.06894e-19,9.06894e-19,9.06894e-19,1.7655e-13,9261,1e+08,-2.7375e-17,-2.7375e-17,-2.7375e-17,1.67761e-11,6.00092e-11,7.69618e-11
275,5.52e-07,12.574,68921,8e+08,8.84953e-19,8.84953e-19,8.84953e-19,1.77784e-13,9261,1e+08,-2.76257e-17,-2.76257e-17,-2.76257e-17,1.6982e-11,5.98078e-11,7.69676e-11
276,5.54e-07,12.6059,68921,8e+08,1.23563e-18,1.23563e-18,1.23563e-18,1.79021e-13,9261,1e+08,-2.78683e-17,-2.78683e-17,-2.78683e-17,1.7182e-11,5.96128e-11,7.69738e-11
277,5.56e-07,12.6366,68921,8e+08,1.58401e-18,1.58401e-18,1.58401e-18,1.8026e-13,9261,1e+08,-2.81027e-17,-2.81027e-17,-2.81027e-17,1.73762e-11,5.94234e-11,7.69798e-11
278,5.58e-07,12.6677,68921,8e+08,1.5012e-18,1.5012e-18,1.5012e-18,1.815e-13,9261,1e+08,-2.83336e-17,-2.83336e-17,-2.83336e-17,1.75641e-11,5.92399e-11,7.69855e-11
279,5.6e-07,12.7118,68921,8e+08,1.39158e-18,1.39158e-18,1.39158e-18,1.82744e-13,9261,1e+08,-2.85514e-17,-2.85514e-17,-2.85514e-17,1.77459e-11,5.90618e-11,7.69904e-11
280,5.62e-07,12.7505,68921,8e+08,1.46866e-18,1.46866e-18,1.46866e-18,1.83989e-13,9261,1e+08,-2.87618e-17,-2.87618e-17,-2.87618e-17,1.79213e-11,5.88896e-11,7.69949e-11
281,5.64e-07,12.8873,68921,8e+08,1.49893e-18,1.49893e-18,1.49893e-18,1.85237e-13,9261,1e+08,-2.89627e-17,-2.89627e-17,-2.89627e-17,1.80903e-11,5.87241e-11,7.69997e-11
282,5.66e-07,12.9145,68921,8e+08,1.41803e-18,1.41803e-18,1.41803e-18,1.86488e-13,9261,1e+08,-2.91614e-17,-2.91614e-17,-2.91614e-17,1.82529e-11,5.85648e-11,7.70042e-11
283,5.68e-07,12.9443,68921,8e+08,1.31065e-18,1.31065e-18,1.31065e-18,1.87742e-13,9261,1e+08,-2.9345e-17,-2.9345e-17,-2.9345e-17,1.8409e-11,5.84115e-11,7.70083e-11
284,5.7e-07,12.9701,68921,8e+08,1.3588e-18,1.3588e-18,1.3588e-18,1.88999e-13,9261,1e+08,-2.9522e-17,-2.9522e-17,-2.9522e-17,1.85587e-11,5.82655e-11,7.70131e-11
285,5.72e-07,12.9982,68921,8e+08,1.38983e-18,1.38983e-18,1.38983e-18,1.90259e-13,9261,1e+08,-2.96897e-17,-2.96897e-17,-2.96897e-17,1.87017e-11,5.81264e-11,7.70184e-11
286,5.74e-07,13.0261,68921,8e+08,1.41022e-18,1.41022e-18,1.41022e-18,1.91522e-13,9261,1e+08,-2.9847e-17,-2.9847e-17,-2.9847e-17,1.88381e-11,5.7994e-11,7.70236e-11
287,5.76e-07,13.0564,68921,8e+08,1.38244e-18,1.38244e-18,1.38244e-18,1.92788e-13,9261,1e+08,-2.99954e-17,-2.99954e-17,-2.99954e-17,1.89679e-11,5.78681e-11,7.70288e-11
288,5.78e-07,13.0869,68921,8e+08,1.73685e-18,1.73685e-18,1.73685e-18,1.94058e-13,9261,1e+08,-3.0135e-17,-3.0135e-17,-3.0135e-17,1.90912e-11,5.77481e-11,7.70333e-11
289,5.8e-07,13.1168,68921,8e+08,1.81939e-18,1.81939e-18,1.81939e-18,1.9533e-13,9261,1e+08,-3.02656e-17,-3.02656e-17,-3.02656e-17,1.9208e-11,5.76338e-11,7.70372e-11
290,5.82e-07,13.1496,68921,8e+08,1.79576e-18,1.79576e-18,1.79576e-18,1.96606e-13,9261,1e+08,-3.03872e-17,-3.03872e-17,-3.03872e-17,1.93183e-11,5.75264e-11,7.70413e-11
291,5.84e-07,13.3133,68921,8e+08,2.11383e-18,2.11383e-18,2.11383e-18,1.97884e-13,9261,1e+08,-3.04999e-17,-3.04999e-17,-3.04999e-17,1.94221e-11,5.74252e-11,7.70452e-11
292,5.86e-07,13.346,68921,8e+08,2.28218e-18,2.28218e-18,2.28218e-18,1.99166e-13,9261,1e+08,-3.06037e-17,-3.06037e-17,-3.06037e-17,1.95195e-11,5.73314e-11,7.705e-11
293,5.88e-07,13.3768,68921,8e+08,2.14562e-18,2.14562e-18,2.14562e-18,2.0045e-13,9261,1e+08,-3.06984e-17,-3.06984e-17,-3.06984e-17,1.96104e-11,5.72442e-11,7.7055e-11
294,5.9e-07,13.4073,68921,8e+08,1.99025e-18,1.99025e-18,1.99025e-18,2.01738e-13,9261,1e+08,-3.07842e-17,-3.07842e-17,-3.07842e-17,1.96949e-11,5.71638e-11,7.70604e-11
295,5.92e-07,13.4383,68921,8e+08,1.91283e-18,1.91283e-18,1.91283e-18,2.03029e-13,9261,1e+08,-3.0861e-17,-3.0861e-17,-3.0861e-17,1.9773e-11,5.70903e-11,7.70663e-11
296,5.94e-07,13.4687,68921,8e+08,1.73939e-18,1.73939e-18,1.73939e-18,2.04324e-13,9261,1e+08,-3.09289e-17,-3.09289e-17,-3.09289e-17,1.98447e-11,5.70227e-11,7.70717e-11
297,5.96e-07,13.5054,68921,8e+08,1.54645e-18,1.54645e-18,1.54645e-18,2.05621e-13,9261,1e+08,-3.09773e-17,-3.09773e-17,-3.09773e-17,1.991e-11,5.69601e-11,7.70758e-11
298,5.98e-07,13.5434,68921,8e+08,1.42533e-18,1.42533e-18,1.42533e-18,2.06922e-13,9261,1e+08,-3.10312e-17,-3.10312e-17,-3.10312e-17,1.99699e-11,5.69028e-11,7.70796e-11
299,6e-07,13.5791,68921,8e+08,1.62967e-18,1.62967e-18,1.62967e-18,2.08226e-13,9261,1e+08,-3.10724e-17,-3.10724e-17,-3.10724e-17,2.00235e-11,5.68517e-11,7.70835e-11
300,6.02e-07,13.6148,68921,8e+08,1.81007e-18,1.81007e-18,1.81007e-18,2.09534e-13,9261,1e+08,-3.11026e-17,-3.11026e-17,-3.11026e-17,2.00709e-11,5.68064e-11,7.70869e-11
301,6.04e-07,13.7863,68921,8e+08,1.62157e-18,1.62157e-18,1.62157e-18,2.10845e-13,9261,1e+08,-3.11262e-17,-3.11262e-17,-3.11262e-17,2.01123e-11,5.67676e-11,7.70907e-11
302,6.06e-07,13.8229,68921,8e+08,1.58646e-18,1.58646e-18,1.58646e-18,2.1216e-13,9261,1e+08,-3.11362e-17,-3.11362e-17,-3.11362e-17,2.01474e-11,5.67345e-11,7.7094e-11
303,6.08e-07,13.8616,68921,8e+08,1.46622e-18,1.46622e-18,1.46622e-18,2.13479e-13,9261,1e+08,-3.11425e-17,-3.11425e-17,-3.11425e-17,2.01768e-11,5.67073e-11,7.70975e-11
304,6.1e-07,13.8948,68921,8e+08,1.58964e-18,1.58964e-18,1.58964e-18,2.14802e-13,9261,1e+08,-3.11402e-17,-3.11402e-17,-3.11402e-17,2.02e-11,5.66857e-11,7.71005e-11
305,6.12e-07,13.9278,68921,8e+08,1.89687e-18,1.89687e-18,1.89687e-18,2.16129e-13,9261,1e+08,-3.11294e-17,-3.11294e-17,-3.11294e-17,2.02171e-11,5.66699e-11,7.71032e-11
306,6.14e-07,13.9613,68921,8e+08,1.75925e-18,1.75925e-18,1.75925e-18,2.17459e-13,9261,1e+08,-3.11102e-17,-3.11102e-17,-3.11102e-17,2.02282e-11,5.66601e-11,7.71057e-11
307,6.16e-07,13.9948,68921,8e+08,1.7053e-18,1.7053e-18,1.7053e-18,2.18793e-13,9261,1e+08,-3.10825e-17,-3.10825e-17,-3.10825e-17,2.02331e-11,5.66566e-11,7.71086e-11
308,6.18e-07,14.0285,68921,8e+08,1.85589e-18,1.85589e-18,1.85589e-18,2.20131e-13,9261,1e+08,-3.10466e-17,-3.10466e-17,-3.10466e-17,2.0232e-11,5.66591e-11,7.71112e-11
309,6.2e-07,14.0669,68921,8e+08,1.95549e-18,1.95549e-18,1.95549e-18,2.21473e-13,9261,1e+08,-3.10024e-17,-3.10024e-17,-3.10024e-17,2.02247e-11,5.66677e-11,7.71138e-11
310,6.22e-07,14.103,68921,8e+08,1.81371e-18,1.81371e-18,1.81371e-18,2.22819e-13,9261,1e+08,-3.095e-17,-3.095e-17,-3.095e-17,2.02112e-11,5.66828e-11,7.71168e-11
311,6.24e-07,14.2395,68921,8e+08,1.60325e-18,1.60325e-18,1.60325e-18,2.24169e-13,9261,1e+08,-3.08895e-17,-3.08895e-17,-3.08895e-17,2.01916e-11,5.67042e-11,7.712e-11
312,6.26e-07,14.3014,68921,8e+08,1.7951e-18,1.7951e-18,1.7951e-18,2.25524e-13,9261,1e+08,-3.0821e-17,-3.0821e-17,-3.0821e-17,2.01658e-11,5.67315e-11,7.71228e-11
313,6.28e-07,14.3409,68921,8e+08,1.61939e-18,1.61939e-18,1.61939e-18,2.26882e-13,9261,1e+08,-3.07445e-17,-3.07445e-17,-3.07445e-17,2.01336e-11,5.6765e-11,7.71255e-11
314,6.3e-07,14.379,68921,8e+08,1.49579e-18,1.49579e-18,1.49579e-18,2.28244e-13,9261,1e+08,-3.06602e-17,-3.06602e-17,-3.06602e-17,2.00952e-11,5.68045e-11,7.7128e-11
315,6.32e-07,14.4149,68921,8e+08,1.48175e-18,1.48175e-18,1.48175e-18,2.29611e-13,9261,1e+08,-3.05682e-17,-3.05682e-17,-3.05682e-17,2.00505e-11,5.68505e-11,7.71307e-11
316,6.34e-07,14.4502,68921,8e+08,1.5806e-18,1.5806e-18,1.5806e-18,2.30982e-13,9261,1e+08,-3.04685e-17,-3.04685e-17,-3.04685e-17,1.99996e-11,5.69024e-11,7.7133e-11
317,6.36e-07,14.4841,68921,8e+08,1.38088e-18,1.38088e-18,1.38088e-18,2.32357e-13,9261,1e+08,-3.03612e-17,-3.03612e-17,-3.03612e-17,1.99424e-11,5.69603e-11,7.71351e-11
318,6.38e-07,14.5184,68921,8e+08,1.14748e-18,1.14748e-18,1.14748e-18,2.33737e-13,9261,1e+08,-3.02465e-17,-3.02465e-17,-3.02465e-17,1.9879e-11,5.70253e-11,7.7138e-11
319,6.4e-07,14.5513,68921,8e+08,1.62849e-18,1.62849e-18,1.62849e-18,2.35121e-13,9261,1e+08,-3.01244e-17,-3.01244e-17,-3.01244e-17,1.98094e-11,5.70964e-11,7.71409e-11
320,6.42e-07,14.5869,68921,8e+08,1.61088e-18,1.61088e-18,1.61088e-18,2.36509e-13,9261,1e+08,-2.9995e-17,-2.9995e-17,-2.9995e-17,1.97335e-11,5.71733e-11,7.71434e-11
321,6.44e-07,14.7196,68921,8e+08,1.58167e-18,1.58167e-18,1.58167e-18,2.37902e-13,9261,1e+08,-2.98585e-17,-2.98585e-17,-2.98585e-17,1.96515e-11,5.72561e-11,7.71455e-11
322,6.46e-07,14.7528,68921,8e+08,1.47482e-18,1.47482e-18,1.47482e-18,2.393e-13,9261,1e+08,-2.97185e-17,-2.97185e-17,-2.97185e-17,1.95633e-11,5.73446e-11,7.71473e-11
323,6.48e-07,14.7869,68921,8e+08,1.36075e-18,1.36075e-18,1.36075e-18,2.40703e-13,9261,1e+08,-2.9568e-17,-2.9568e-17,-2.9568e-17,1.94691e-11,5.7439e-11,7.71487e-11
324,6.5e-07,14.8261,68921,8e+08,1.61642e-18,1.61642e-18,1.61642e-18,2.4211e-13,9261,1e+08,-2.94105e-17,-2.94105e-17,-2.94105e-17,1.93688e-11,5.75392e-11,7.71501e-11
325,6.52e-07,14.8606,68921,8e+08,1.64322e-18,1.64322e-18,1.64322e-18,2.43523e-13,9261,1e+08,-2.92482e-17,-2.92482e-17,-2.92482e-17,1.92625e-11,5.76449e-11,7.7151e-11
326,6.54e-07,14.8937,68921,8e+08,1.57942e-18,1.57942e-18,1.57942e-18,2.4494e-13,9261,1e+08,-2.90774e-17,-2.90774e-17,-2.90774e-17,1.91505e-11,5.77564e-11,7.71519e-11
327,6.56e-07,14.9264,68921,8e+08,1.43854e-18,1.43854e-18,1.43854e-18,2.46363e-13,9261,1e+08,-2.89e-17,-2.89e-17,-2.89e-17,1.90328e-11,5.78738e-11,7.7153e-11
328,6.58e-07,14.9592,68921,8e+08,1.46492e-18,1.46492e-18,1.46492e-18,2.4779e-13,9261,1e+08,-2.87161e-17,-2.87161e-17,-2.87161e-17,1.89094e-11,5.79964e-11,7.71536e-11
329,6.6e-07,14.9928,68921,8e+08,1.57594e-18,1.57594e-18,1.57594e-18,2.49223e-13,9261,1e+08,-2.85211e-17,-2.85211e-17,-2.85211e-17,1.87805e-11,5.81243e-11,7.71541e-11
330,6.62e-07,15.0309,68921,8e+08,1.53059e-18,1.53059e-18,1.53059e-18,2.50661e-13,9261,1e+08,-2.83146e-17,-2.83146e-17,-2.83146e-17,1.86464e-11,5.82565e-11,7.71536e-11
331,6.64e-07,15.1667,68921,8e+08,1.46033e-18,1.46033e-18,1.46033e-18,2.52105e-13,9261,1e+08,-2.81121e-17,-2.81121e-17,-2.81121e-17,1.85075e-11,5.83934e-11,7.71529e-11
332,6.66e-07,15.1997,68921,8e+08,1.33318e-18,1.33318e-18,1.33318e-18,2.53554e-13,9261,1e+08,-2.79036e-17,-2.79036e-17,-2.79036e-17,1.83633e-11,5.85352e-11,7.71521e-11
333,6.68e-07,15.2343,68921,8e+08,1.61836e-18,1.61836e-18,1.61836e-18,2.55008e-13,9261,1e+08,-2.76893e-17,-2.76893e-17,-2.76893e-17,1.8214e-11,5.86828e-11,7.71518e-11
334,6.7e-07,15.2679,68921,8e+08,1.59512e-18,1.59512e-18,1.59512e-18,2.56468e-13,9261,1e+08,-2.74691e-17,-2.74691e-17,-2.74691e-17,1.80597e-11,5.88355e-11,7.71516e-11
335,6.72e-07,15.3008,68921,8e+08,1.59648e-18,1.59648e-18,1.59648e-18,2.57933e-13,9261,1e+08,-2.72434e-17,-2.72434e-17,-2.72434e-17,1.79005e-11,5.89935e-11,7.71519e-11
336,6.74e-07,15.334,68921,8e+08,1.77889e-18,1.77889e-18,1.77889e-18,2.59404e-13,9261,1e+08,-2.70121e-17,-2.70121e-17,-2.70121e-17,1.77366e-11,5.91565e-11,7.71525e-11
337,6.76e-07,15.3674,68921,8e+08,1.70239e-18,1.70239e-18,1.70239e-18,2.60881e-13,9261,1e+08,-2.67754e-17,-2.67754e-17,-2.67754e-17,1.75681e-11,5.93245e-11,7.71535e-11
338,6.78e-07,15.4,68921,8e+08,1.66352e-18,1.66352e-18,1.66352e-18,2.62363e-13,9261,1e+08,-2.65333e-17,-2.65333e-17,-2.65333e-17,1.73953e-11,5.94965e-11,7.71541e-11
339,6.8e-07,15.4362,68921,8e+08,1.61064e-18,1.61064e-18,1.61064e-18,2.63851e-13,9261,1e+08,-2.62861e-17,-2.62861e-17,-2.62861e-17,1.72184e-11,5.96718e-11,7.71541e-11
340,6.82e-07,15.4719,68921,8e+08,1.80859e-18,1.80859e-18,1.80859e-18,2.65345e-13,9261,1e+08,-2.60338e-17,-2.60338e-17,-2.60338e-17,1.70377e-11,5.98506e-11,7.71536e-11
341,6.84e-07,15.6387,68921,8e+08,1.5601e-18,1.5601e-18,1.5601e-18,2.66845e-13,9261,1e+08,-2.57784e-17,-2.57784e-17,-2.57784e-17,1.68534e-11,6.00326e-11,7.71529e-11
342,6.86e-07,15.6756,68921,8e+08,1.34067e-18,1.34067e-18,1.34067e-18,2.68351e-13,9261,1e+08,-2.55122e-17,-2.55122e-17,-2.55122e-17,1.66668e-11,6.02163e-11,7.71515e-11
343,6.88e-07,15.7126,68921,8e+08,1.28304e-18,1.28304e-18,1.28304e-18,2.69862e-13,9261,1e+08,-2.52386e-17,-2.52386e-17,-2.52386e-17,1.64775e-11,6.04022e-11,7.71495e-11
344,6.9e-07,15.7474,68921,8e+08,1.23596e-18,1.23596e-18,1.23596e-18,2.7138e-13,9261,1e+08,-2.49672e-17,-2.49672e-17,-2.49672e-17,1.62856e-11,6.05907e-11,7.71477e-11
345,6.92e-07,15.7809,68921,8e+08,1.23702e-18,1.23702e-18,1.23702e-18,2.72904e-13,9261,1e+08,-2.46913e-17,-2.46913e-17,-2.46913e-17,1.60912e-11,6.07821e-11,7.71462e-11
346,6.94e-07,15.8154,68921,8e+08,1.12719e-18,1.12719e-18,1.12719e-18,2.74435e-13,9261,1e+08,-2.43858e-17,-2.43858e-17,-2.43858e-17,1.58947e-11,6.09756e-11,7.71448e-11
347,6.96e-07,15.8523,68921,8e+08,1.39294e-18,1.39294e-18,1.39294e-18,2.75972e-13,9261,1e+08,-2.40961e-17,-2.40961e-17,-2.40961e-17,1.5697e-11,6.11708e-11,7.71438e-11
348,6.98e-07,15.892,68921,8e+08,1.51911e-18,1.51911e-18,1.51911e-18,2.77515e-13,9261,1e+08,-2.37793e-17,-2.37793e-17,-2.37793e-17,1.54979e-11,6.13674e-11,7.71428e-11
349,7e-07,15.9282,68921,8e+08,1.5684e-18,1.5684e-18,1.5684e-18,2.79064e-13,9261,1e+08,-2.34673e-17,-2.34673e-17,-2.34673e-17,1.52981e-11,6.15642e-11,7.71414e-11
350,7.02e-07,15.9636,68921,8e+08,1.4012e-18,1.4012e-18,1.4012e-18,2.80619e-13,9261,1e+08,-2.31465e-17,-2.31465e-17,-2.31465e-17,1.50976e-11,6.1761e-11,7.71392e-11
351,7.04e-07,16.1079,68921,8e+08,1.25097e-18,1.25097e-18,1.25097e-18,2.82181e-13,9261,1e+08,-2.28318e-17,-2.28318e-17,-2.28318e-17,1.48969e-11,6.19591e-11,7.71381e-11
352,7.06e-07,16.1913,68921,8e+08,1.39136e-18,1.39136e-18,1.39136e-18,2.8375e-13,9261,1e+08,-2.24631e-17,-2.24631e-17,-2.24631e-17,1.46959e-11,6.21572e-11,7.71369e-11
353,7.08e-07,16.2306,68921,8e+08,1.25592e-18,1.25592e-18,1.25592e-18,2.85325e-13,9261,1e+08,-2.20795e-17,-2.20795e-17,-2.20795e-17,1.4496e-11,6.23544e-11,7.71357e-11
354,7.1e-07,16.2665,68921,8e+08,1.17384e-18,1.17384e-18,1.17384e-18,2.86907e-13,9261,1e+08,-2.16955e-17,-2.16955e-17,-2.16955e-17,1.42974e-11,6.25504e-11,7.71348e-11
355,7.12e-07,16.3008,68921,8e+08,1.07707e-18,1.07707e-18,1.07707e-18,2.88496e-13,9261,1e+08,-2.13282e-17,-2.13282e-17,-2.13282e-17,1.40996e-11,6.2746e-11,7.71341e-11
356,7.14e-07,16.3348,68921,8e+08,1.24364e-18,1.24364e-18,1.24364e-18,2.90092e-13,9261,1e+08,-2.09157e-17,-2.09157e-17,-2.09157e-17,1.39027e-11,6.29403e-11,7.71331e-11
357,7.16e-07,16.3699,68921,8e+08,1.15424e-18,1.15424e-18,1.15424e-18,2.91694e-13,9261,1e+08,-2.05473e-17,-2.05473e-17,-2.05473e-17,1.37074e-11,6.31331e-11,7.71322e-11
358,7.18e-07,16.4034,68921,8e+08,8.93823e-19,8.93823e-19,8.93823e-19,2.93303e-13,9261,1e+08,-2.01744e-17,-2.01744e-17,-2.01744e-17,1.35127e-11,6.33259e-11,7.71319e-11
359,7.2e-07,16.4371,68921,8e+08,9.64106e-19,9.64106e-19,9.64106e-19,2.94919e-13,9261,1e+08,-1.97699e-17,-1.97699e-17,-1.97699e-17,1.33188e-11,6.35165e-11,7.71302e-11
360,7.22e-07,16.4727,68921,8e+08,1.1862e-18,1.1862e-18,1.1862e-18,2.96541e-13,9261,1e+08,-1.93703e-17,-1.93703e-17,-1.93703e-17,1.31261e-11,6.37055e-11,7.71282e-11
361,7.24e-07,16.6128,68921,8e+08,1.39674e-18,1.39674e-18,1.39674e-18,2.9817e-13,9261,1e+08,-1.90279e-17,-1.90279e-17,-1.90279e-17,1.29353e-11,6.38921e-11,7.71255e-11
362,7.26e-07,16.6498,68921,8e+08,1.27657e-18,1.27657e-18,1.27657e-18,2.99804e-13,9261,1e+08,-1.86289e-17,-1.86289e-17,-1.86289e-17,1.27463e-11,6.40768e-11,7.71229e-11
363,7.28e-07,16.7064,68921,8e+08,1.13154e-18,1.13154e-18,1.13154e-18,3.01446e-13,9261,1e+08,-1.8154e-17,-1.8154e-17,-1.8154e-17,1.25601e-11,6.42584e-11,7.712e-11
